diagram_prefix,section_slug,section_name,diagram_codes,diagram_names,image_paths,source_section,source_diagram,oem_number,part_name,quantity,production_period,applies_for_models,notes,group_code,engine_tokens,interchange_signal,confidence_gate,required_verification,shared_engine_candidate,donor_engine_tokens,shared_confidence_statement,shared_required_verification
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,15018AA021,UNION-FUEL FILTER,01,01.06.1997 - 30.11.1998,EJ18E +EJ20E +EJ20D +AT.EJ20H +EJ25D,,15018,EJ18E;EJ20D;EJ20E;EJ20H;EJ25D,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match.",yes,EJ18E;EJ20D;EJ20H;EJ25D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,25240KA040,SWITCH ASSEMBLY-OIL PRESSURE,01,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,25240,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,800506350,bolt and washer assembly,06,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,A50635,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,800706500,bolt,01,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,A7065,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,800708620,bolt,06,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,A70862,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,800708630,bolt,01,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,A70863,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,801506040,SCREW-COUNTERSUNK HEAD,08,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,B50604,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,803928010,GASKET,03,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,D92801,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,806786030,OIL SEAL,01,01.06.1997 - 31.07.1998,EJ18E +EJ20# +EJ25D,,G78603,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,806786040,OIL SEAL,01,01.08.1998 - 30.11.1998,EJ18E +EJ20# +EJ25D,,G78604,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,806919050,seal O ring,03,01.06.1997 - 30.09.1997,EJ18E +EJ20# +EJ25D,,G91905,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,806932030,seal O ring,01,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,G93203,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,11008AA151,BLOCK SET-CYLINDER,01,01.06.1997 - 31.03.1998,EJ20E +EJ20D +EJ20H,-E/#2213361,11008,EJ20D;EJ20E;EJ20H,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match.",yes,EJ20D;EJ20H,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,11008AA500,BLOCK SET-CYLINDER,01,01.03.1998 - 30.11.1998,EJ20E +EJ20D,E/#2213362-,11008,EJ20D;EJ20E,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match.",yes,EJ20D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,11024AA210,PLUG-MAIN GALLERY,01,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,11024,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,11034AA000,WASHER-CYLINDER BLOCK SEALING,06,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,11034,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,800210990,bolt,08,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,A21099,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,800610010,bolt,02,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,A61001,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,800910470,STUD,02,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,A91047,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,803010120,WASHER,04,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,D01012,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,804010070,STRAIGHT PIN,02,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,E01007,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
004,engine-main,Engine Main,004_01; 004_02,CYLINDER BLOCK,/diagrams/01_ENGINE_MAIN/B11_004_01_LH_2_LR.gif; /diagrams/01_ENGINE_MAIN/B11_004_02_LH_2_LR.gif,Engine Main,CYLINDER BLOCK,804014060,STRAIGHT PIN,04,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,E01406,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
005,engine-main,Engine Main,005_01,TIMING HOLE PLUG & TRANSMISSION BOLT,/diagrams/01_ENGINE_MAIN/B11_005_01_LH_2_LR.gif,Engine Main,TIMING HOLE PLUG & TRANSMISSION BOLT,11413AA032,PLUG-TIMING HOLE,01,01.06.1997 - 30.11.1998,EJ20# +EJ25D,,11413,EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
005,engine-main,Engine Main,005_01,TIMING HOLE PLUG & TRANSMISSION BOLT,/diagrams/01_ENGINE_MAIN/B11_005_01_LH_2_LR.gif,Engine Main,TIMING HOLE PLUG & TRANSMISSION BOLT,22442AA001,STAY-BATTERY CABLE,01,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,22442,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
005,engine-main,Engine Main,005_01,TIMING HOLE PLUG & TRANSMISSION BOLT,/diagrams/01_ENGINE_MAIN/B11_005_01_LH_2_LR.gif,Engine Main,TIMING HOLE PLUG & TRANSMISSION BOLT,24233AA053,CLIP-NO.4,01,01.06.1997 - 30.11.1998,EJ18E +EJ20E +EJ20D,,24233,EJ18E;EJ20D;EJ20E,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match.",yes,EJ18E;EJ20D,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
005,engine-main,Engine Main,005_01,TIMING HOLE PLUG & TRANSMISSION BOLT,/diagrams/01_ENGINE_MAIN/B11_005_01_LH_2_LR.gif,Engine Main,TIMING HOLE PLUG & TRANSMISSION BOLT,800210980,bolt,01,01.06.1997 - 30.04.1998,AT.(EJ18E+EJ20#+EJ25D),,A21098,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
005,engine-main,Engine Main,005_01,TIMING HOLE PLUG & TRANSMISSION BOLT,/diagrams/01_ENGINE_MAIN/B11_005_01_LH_2_LR.gif,Engine Main,TIMING HOLE PLUG & TRANSMISSION BOLT,800510070,bolt and washer assembly,01,01.05.1998 - 30.11.1998,AT.(EJ18E+EJ20#+EJ25D),,A51007,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
005,engine-main,Engine Main,005_01,TIMING HOLE PLUG & TRANSMISSION BOLT,/diagrams/01_ENGINE_MAIN/B11_005_01_LH_2_LR.gif,Engine Main,TIMING HOLE PLUG & TRANSMISSION BOLT,800510080,bolt and washer assembly,01,01.05.1998 - 30.11.1998,AT.(EJ18E+EJ20#+EJ25D),,A51008,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
005,engine-main,Engine Main,005_01,TIMING HOLE PLUG & TRANSMISSION BOLT,/diagrams/01_ENGINE_MAIN/B11_005_01_LH_2_LR.gif,Engine Main,TIMING HOLE PLUG & TRANSMISSION BOLT,800610050,bolt,01,01.06.1997 - 30.04.1998,AT.(EJ18E+EJ20#+EJ25D),,A61005,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
005,engine-main,Engine Main,005_01,TIMING HOLE PLUG & TRANSMISSION BOLT,/diagrams/01_ENGINE_MAIN/B11_005_01_LH_2_LR.gif,Engine Main,TIMING HOLE PLUG & TRANSMISSION BOLT,802010080,NUT,02,01.06.1997 - 30.11.1998,EJ18E +EJ20# +EJ25D,,C01008,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
005,engine-main,Engine Main,005_01,TIMING HOLE PLUG & TRANSMISSION BOLT,/diagrams/01_ENGINE_MAIN/B11_005_01_LH_2_LR.gif,Engine Main,TIMING HOLE PLUG & TRANSMISSION BOLT,803010120,WASHER,02,01.05.1998 - 30.11.1998,EJ18E +EJ20# +EJ25D,,D01012,EJ18E;EJ20;EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
006,engine-main,Engine Main,006_01,CYLINDER HEAD,/diagrams/01_ENGINE_MAIN/B11_006_01_LH_2_LR.gif,Engine Main,CYLINDER HEAD,11039AB091,HEAD ASSEMBLY-CYLINDER,02,01.06.1997 - 30.11.1998,EJ20E,lean burn excluding,11039,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.,,,,
006,engine-main,Engine Main,006_01,CYLINDER HEAD,/diagrams/01_ENGINE_MAIN/B11_006_01_LH_2_LR.gif,Engine Main,CYLINDER HEAD,11044AA364,GASKET-CYLINDER HEAD,02,01.06.1997 - 30.11.1998,EJ20E,,11044,EJ20E,ej20e_specific_target_part,Target-fit evidence only; no cross-engine interchange claim.,Use exact OEM number or supersession for purchases; do not substitute a donor engine without separate evidence.,,,,
006,engine-main,Engine Main,006_01,CYLINDER HEAD,/diagrams/01_ENGINE_MAIN/B11_006_01_LH_2_LR.gif,Engine Main,CYLINDER HEAD,11095AA090,BOLT ASSEMBLY-CYLINDER HEAD,12,01.06.1997 - 30.11.1998,EJ18E +EJ20E,,11095,EJ18E;EJ20E,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match.",yes,EJ18E,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
006,engine-main,Engine Main,006_01,CYLINDER HEAD,/diagrams/01_ENGINE_MAIN/B11_006_01_LH_2_LR.gif,Engine Main,CYLINDER HEAD,13212AA040,GUIDE-VALVE,08,01.06.1997 - 30.11.1998,EJ18E +EJ20E,exhaust,13214,EJ18E;EJ20E,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match.",yes,EJ18E,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
006,engine-main,Engine Main,006_01,CYLINDER HEAD,/diagrams/01_ENGINE_MAIN/B11_006_01_LH_2_LR.gif,Engine Main,CYLINDER HEAD,13212AA120,GUIDE-VALVE,08,01.06.1997 - 30.11.1998,EJ18E +EJ20E,intake,13214,EJ18E;EJ20E,shared_engine_candidate,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match.",yes,EJ18E,95%+ only after the donor is from the same BG/B11 production range and the OEM/stamped part number matches.,"Confirm donor frame/engine, same OEM number or supersession, production date, side/trim, and physical connector/mounting match."
